Type,Description,Community,List Price,Sold Price,Taxes,Street Name,St#,Bedroom,BedPlus,Baths,Front,Parking Drive Spaces,Depth,Garage Type,Pool,Remarks For Brokers,Remarks For Clients,Extras,Basement1,Basement2
Detached,2-Storey,Dunbarton,"$1,799,000","$1,725,000",$0,Spruce Hill,1748,4,1,5,60,6,137,Attached,None,"Bring Your Offer.......Motivated Seller.....Taxes Not Yer Assessed** View Attachment. Sch B, Form 801. Showing Confirmations & Offer Notifications To Be Sent By Email-Pls Confirm Email Address With L/B","Ultra Luxurious 4100 Sqft Custom Built Home Located On One Of Pickering's Most Prestigious Street,Very Private Cul-De-Sac.This Stunning 4 Bedroom 5 Washroom Home Displays The Finest Craftsmanship & Exceptional Detail.10 Ft Soaring Ceiling On Main Floor 10Ft Ceilings In The Bedrooms.All Bedrms With Private Ensuites,Crown Moulding, 8 Ft Interior Doors,Closet Custom Organizers.Gourmet Kitchen,Servery,Quartz C/T.Full Warranty Available.","Dinning Rm With Custom Ceiling Design, Pot Lights Throughout The House.Gas Fireplace With Custom Entertainment Unit. Builder Will Consider To Finish The Basement At Cost. Premium Lot 60 Plus Feet Front... Too Many Features To List.",Part Fin,Walk-Up
Detached,2-Storey,Dunbarton,"$1,099,800","$1,080,000",$0,Wingarden,870,4,,3,41,2,117,Attached,None,"Email Offers To Shiv@Bansalteam.Com. Please Include Schedule B, Form 801 And Survey Attached. New Property - Taxes Have Not Yet Assessed.",Beautiful Brand New 4 Bedroom Detached Home On One Of Pickering's Most Desirable Streets. 10 Ft. Ceilings On Main And 9 Ft. Ceilings On 2nd Fl. No Carpet. 3 Bedrooms With Access To Ensuite Baths. Upgraded Master Ensuite. Excellent Layout With Floor To Ceiling Windows And Open Concept Kitchen And Family Room.,"Stainless Steel (Fridge, Stove, Dishwasher, Hood Fan) Elf's, Washer, Dryer, Sump Pump, Hwt (R).",Unfinished,
Att/Row/Twn...,2-Storey,Highbush,"$628,800","$620,000","$4,494",Calvington,1900,3,,3,20,2,101,Attached,None,"Hwt-Rented. 48 Hr Irrev. Please Incl Sched B, Form 801 & Disclosure Form 161 (L.A. Related To Seller). No Showings Past 7Pm Please. **Listed By Right At Home Realty Inc., Brokerage**905-637-1700**Robinson, David**905-637-1700**","Backs Onto Altona Forest ! An Affordable Opportunity To Own A Luxury Exec Freehold Town In A Sought-After Enclave. 9-Ft Ceilings On M/Flr, Pot Lights, Cust Kitchen W/New Quartz, Reverse Osmosis Wtr, S/S Appliances, Hardwood & Cork Flooring, Garage Access, W/O To Prof Landscaped Private Patio & Greenspace. Upstairs Boasts 3-Beds, 2-Baths Plus Media Loft. The Lrg Master Has A W/I Closet+Pc Ensuite. Short Walk To Schools/Trails/Parks. Close To 401,407 & Go","Includes: Fridge, Stove, D/W, B/In Microwave, H20 Filtration System, All Blinds, Gdo & Remote(S), Central Vac & Acc. Exclude: W/Dryer, Curtains, Powder Rm Light (To Be Replaced) **Interboard Listing: Hamilton - Burlington R. E. Association*",Full,Unfinished
Att/Row/Twn...,3-Storey,Highbush,"$549,900","$550,000","$3,932",Hummingbird,1539,3,,2,22,2,73,Attached,None,Pls Give 2 Hours Notice For Showings Between 12Pm-7Pm. Attach Sch B With Offers. 48Hr Irrev. Buyer/Buyer's Agent To Verify Taxes & Room Measurements. Hot Water Rental ($28.00). Pls Call La Before Entering Property. If Interested In Furniture Call La,Freehold End Unit Townhouse On A Quiet Kid Friendly Court In Altona!! Walkout Basement With A Large Recreation Room With Wainscotting*9 Ft Ceiling With Crown Moulding & Open Concept Eat In Kitchen With Professional Series Appliances*Hardwood Floor On Main Level & Master Bedroom*Custom Cabinets Over Fireplace With Pot Lights*Natural Light & California Shutters Throughout*Walking Distance To Transit*Easy Access To 401*Fully Fenced Yard With Pond,"All Electric Light Fixtures, All Window Coverings, S/S Stove, S/S Fridge, S/S Dishwasher, S/S Microwave, Washer, Dryer, Surround Sound System In Basement. Exclude: Drapes In The Master Bedroom And Recreation Room, Wireless Security System.",Fin W/O,
Att/Row/Twn...,2-Storey,Highbush,"$559,900","$547,000","$3,988",Hummingbird,1503,3,,3,20,1,93,Attached,None,Hot Water Tank Is Rental.,"Beautiful Open Concept Freehold Townhome! 9 Ft Ceilings, Large Living/Dining. Bright Kitchen With Pantry + Breakfast Bar. 2.5 Bathrooms, Walk-Out From 2nd Bedroom To Balcony! Finished Walk-Out Basement With Cozy Fireplace. Mirrored Closet Doors. 3 Brand New S/S Appliances. This Home Has A Great Layout. Excellent Location! Walk To Altona Forest Trails, Kids Park, Mins. To 401, Go Train.Go Bus And 407, Pickering Town Centre.","S/S Fridge, S/S Stove, Washer And Dryer, S/S B/I Dishwasher, Window Coverings, Elf, Central Air, Garage Door Opener, R/I Central Vac, Broadloom W/L, Programmable Thermostat. Exclude Basement Fridge.",Fin W/O,
Detached,2-Storey,Highbush,"$799,000","$785,000","$5,719",Oakburn,1479,4,,3,50,2,110,Built-In,None,Please Allow 2 Hour Notice For Showings,"Updated 4 Br Home, Desirable Highbush Location Surrounded By Custom Homes, Features New 5"" Hand Scraped Hardwood Flooring & 5"" Baseboards Throughout, New Windows & Blinds, Garage Doors, Updated Roof, Furnace & A/C Unit. Very Bright Green House Kitchen With Pot Lighting Wall Pantry & Stainless Steel Appliances. Child Friendly End Of The Street Location. Good Sized Back & Side Yard. Just Across Toronto Border,Rouge Natural Park, 401/407 Great Location!","Fridge, Stove, Dishwasher, Washer & Dryer, All Light Fixture, All Window Coverings, Jacuzzi Tub In Master Ensuite.",Unfinished,
Detached,2-Storey,Highbush,"$799,000","$805,000","$5,785",Senator,287,4,1,4,40,2,110,Attached,None,"Property Protected By Sentrilock. Attach Form 801 & Schb, To All Offers; Copy Of Buyer's Prequal. Call La For Any Questions/Inquiries. Your Clients Will Not Be Disappointed. Book Online Or Brokerage For Appts.","Must See!!! This Gorgeous 4Bdrm, Fin Bsmt With Sep Entrance Home In Desirable Area In Pickering. Very Well Maintained. Shows 10++ You Will Not Be Disappointed! Large Foyer Area, Open Concept, Hardwood Floors Throughout, Good Size Bedrooms, Large Closets & Windows In Brs. Perfect Home For Entertaining Both Main Floor & Bsmt Area. Pride Of Ownership Here. Lots Of Upgrades Done To This Home. Do Not Miss This! Book Your Appt Now. Open House Sun, Nov 19 1-4Pm.","All Appliances: Fridge, Stove, B/In Microw, Washer/Dryer. All Elfs, Window Blinds, Cac, Cenvac, B/In Shelf In Famrm, Patio Set In Yard. Custom California Shutters In Kitchen. Bedroom/Lr/Famrm Furniture Negotiable. Tool Shed In Yard.",Finished,Sep Entrance
Att/Row/Twn...,2-Storey,Highbush,"$550,000","$547,500","$3,690",Sparrow,330,3,,2,20,3,98,Attached,None,Please Give 24 Hr Notice On Offers. Easy To Show! Feedback Greatly Appreciated. Clients Can Close Quickly. Home Shows Really Well. Thank You For Showing! Please Send In 801 To Office When Offer Being Registered.,"Undeniably One Of The Best Choices In All Of Pickering In A Neighbourhood Of Tremendous Growth And Demand! Close To Great Schools, Daycares, Transit, Highways, Parks And Trails... Welcome Home! 330 Sparrow Has Been Upgraded With Wide Plank Hardwood, Custom Kitchen, New Fixtures And Appliances. Fantastic 3 Bedroom Freehold All Brick Townhouse With Traditional Front Drive And Backyard. Newer Roof And Great Finishes. Don't Miss Out On This Awesome Home!","Kitchen Aid Stainless Steel Fridge, Stove, Built-In Microwave & Dishwasher, All Light Fixtures, California Shutters, All Blinds, Washer/Dryer. Recent Updates: Hardwood Floor, Powder Room, Kitchen, Windows, Roof, Sliding Door, Gas Line Bbq",Fin W/O,
Att/Row/Twn...,3-Storey,Highbush,"$549,500","$535,000","$4,356",Strouds,301,2,,3,5,1,35,Attached,None,24Hrs Notice (Tenanted)**Please Certify Deposit Cheque Or Bank Draft And Attach Schedule B & Form 801 To All Offers.,"Spacious Open Concept, Beautiful Townhome. Backing Onto Altona Forest. 9' Ceilings In Living, Dining And Kitchen. Very Bright With Neutral Colors Throughout. Parquet Floor In Living, Dining And Eat-In Kitchen. Walk-Out Bsmt Could Be Converted Into Another Bdrm Or A Rec Room And Also The Den Can Be Converted Into A 3rd Bedroom.",All Electric Light Fixtures,Fin W/O,None
Att/Row/Twn...,2-Storey,Highbush,"$599,800","$584,500","$4,172",Strouds,366,3,,3,20,1,86,Built-In,None,Lb For Easy Showing. Shows Well. Please Attach Sch B & 5% Deposit Must Be Certified.,"Amazing 3Br Free Hold Townhome Backing Onto Altona Forest. Open Concept With Updated Kitchen W/ Granite Countertops, Valance Lighting, Under Mount Sink, Breakfast Bar & Walk Out To Private Deck. Newer Broadloom, Master Bed W/ Walk I Closet & 4 Pce Ensuite, Fin Bsmnt W/ Large Rec Room. Parking For 2 Cars. A Must See!","All Electrical Light Fixtures, Broadloom (2014), Deck (2016), All Existing Appliances, Central Vac (As Is), Tv Mounts In Liv Room & Bsmnt Rec Room, Gas Line For Bbq, Egdo & 2 Remotes.",Finished,
Detached,2-Storey,Highbush,"$949,900","$907,000","$6,387",Sweetbriar,102,4,,5,41,4,0,Built-In,None,,"Freshly Painted, Bright & Very Spacious Home With 2 Master Bedrooms Both En Suites, Walk In Closets & Double Door Entry, In Prestigious Rouge Valley Conservation Area! 3 Full Washrooms On 2nd Floor, Hardwood & Ceramic Throughout Main Floor And Eat In Kitchen Has Walk Out To Fully Fenced Yard Close To Schools, Park, Go Train And Access To 401.. Beautifully Maintained On Quiet Family Friendly Court, Shows 10+++.","Includes S/S Fridge, Gas Stove (2017), Washer, Dryer, Elfs, Blinds And All Existing Window Coverings. Furnace 2015, A/C 2017, Tank Less Hot Water (Rental). Excludes Water Softener And Filtration System.",Finished,
Detached,2-Storey,Liverpool,"$949,000","$910,000","$8,548",Abbey,1220,4,,3,76,3,129,Attached,None,"*Pickering. Buyer To Verify All Measurements & Taxes. Pls Allow 2 Hrs Notice For All Showings, 24 Hrs Irrev, Offers Anytime. Pls Attach Schedule 'B'.","Stunningly Well Kept And Cared For Home On Highly Desirable Abbey Road. Original Owners Of This 'Maple Glen' For 33 Years. This Home Shows Pride Of Ownership. Recent Updates Include; Furnace '10, A/C '10, Hrdwd Flrs '12, Main Flr Powder Rm '12, Eaves '11. Most Windows Replaced During The Past 10Yrs. Over 2300 Sq Ft Of Living Space In This Gem, Featuring An Unfinished Bsmt W/Walk-Out To Protected Green Space/Conservation Area & Massive 3 Car Garage.","All Existing: Fridge, Stove, Dishwasher, Washer, Dryer, Owned Hot Water Tank, All Elfs, All Drapes And Rods.",Unfinished,W/O
Detached,2-Storey,Liverpool,"$999,998","$990,000","$9,285",Abbey,1241,4,,4,74,3,0,Built-In,None,"Needs To Be Updated. Easy Showing With Lockbox. ""As Is"" No Representations And Or Warranties. All Measurements Interior & Exterior Including Frontage To Be Verified By Buyer. Schedule ""A"" & ""B"" To Be Included With Offer. Sales Rep Is Related To The Estate Trustee.","Estate Sale Detached Home In Prestigious Sought After Enclave Of Maple Ridge. Renovator's, Builder's Opportunity To Make This Home A 2018 Beauty. Custom Built Family Owned Original Family - Renovators, Builders To Bring This Unique Home Into 2018 With Your Style & Creativity. A Blank Slate Ready To Create A New Modern Family Home. High Ceilings, Foyer, Winding Staircase To 4 Bdrms Large Basement, Spacious Fenced In Back Yard. Make This Home Your Own.","Existing Electric Light Fixtures, Existing Appliances All In ""As In Condition"". Fenced In Back Yard.",Finished,
Detached,2-Storey,Liverpool,"$619,000","$610,000","$3,867",Anton,1467,3,,3,35,4,153,Attached,None,Buyers And Agents To Verify All Msrmnts & Info. Please Attach Form 801 And Sch B With Offer. Offers By Email. Gene.Delosreyes@Century21.Ca,"3 Bedroom Family Home Situated On A Premium Corner Lot And Walking Distance To All Major Amenities! Renovated Kitchen With Granite Counter Top And Mosaic Backsplash, Bamboo Flooring In Both Living And Dining Rooms","Fully Finished Basement With Tons Of Room To Entertainm Upgrades Landscaping And Interlock. All Season Sun Shelter, High Efficiency Windows And Doors Throughout",Finished,
Detached,2-Storey,Liverpool,"$799,000","$800,000","$5,483",Barnwood,1264,4,,3,45,4,130,Attached,Inground,"Includes:.Please Attach Sch B/801. Hot Tub As Is. Feel Free To Submit Your Offer, Seller Will Look At All. Send Offers To Homelistings@Bell.Net. Buyers To Verify All Measurements & Property Tax. Co-Op Brokerage Will Receive An Additional $1,500 If Sold Firm By February 10/18","Prestigious Maple Ridge Community! Gorgeous 4 Bedroom Home Close To Great Schools. Upgraded Gourmet Kitchen Features Granite Counter Top, California Shutters, W/O To Fully Fenced Oasis Backyard W/Heated Saltwater Pool. Gleaming Hardwood Floors Throughout. Family Room W/Gas Fireplace And W/O To Spacious Sunroom. All Bedrooms Are Very Spacious! Much Of The Home Feature True Plaster Crown Molding! All Bathrooms Have Been Upgraded. Rough In Bath In Basement","Roof Re-Shingled 2013, Furnace/Ac 2013, Pool Liner 2016, Salinator 2016, Stairs 2013. Main Floor Lndry Rm W/Garage Entrance & Side Entrance. Stainless Steel Fridge, Stove, Bi Dishwasher, O/S Microwave, Washer, Dryer, California Shutters,",Finished,
Detached,2-Storey,Liverpool,"$749,900","$756,000","$5,316",Barnwood,1210,4,1,4,43,4,110,Attached,None,No Showings After 7:30 Due To Small Children (1 Hour Notice Min). Please Attach Schd B & Form 801 Fireplace Needs To Be Tested (Owners Do Not Use). 24-Hr Irrevocable. Offers Tntpeterson2@Icloud.Com. **Pcl 45-1 Sec M1215; Lt 45 Pl M1215; S/T Right As In Lt114106 City Of Pickering,"Great Value And Opportunity To Get Into A Demand Family Neighborhood On A Quiet Street. Move In And Add You Own Touch To This Gem. Long Driveway With Parking For 4 Cars And No Sidewalk To Shovel. Large Pie Shaped Lot. 4 Generous Bedrooms, Master With Ensuite. Main Floor Laundry W Access To Double Car Garage. Bright Kitchen With Large Windows And Skylight. Professionally Finished Basement With Potlights, 5th Bedroom And Full Washroom As Well As A Wine Cellar.","Inlcude Fridge, Stove, Dishwasher. Washer And Dryer. Furnace And Water Tank Replaced In 2014, Both Owned. Roof Replaced In 2010. Centrally Located Close To All Amenities. Walk To Maple Ridge Public School And Pine Ridge Secondary School.",Finished,
Detached,2-Storey,Liverpool,"$849,900","$830,000","$5,528",Barnwood,1260,4,,4,15,4,32,Attached,None,Easy To Show With 2 Hrs Notice. One Seller Is A Rrea. Please Include Disclosure. Please Certify Deposit Cheque And Include Attached Schedule B & Offer Summary Form To All Offers. Please Direct All Inquiries To Karen Peterson,"This Lovely Home Is Located In The Fabulous, High Demand Maple Ridge Location! Situated On A Court, Surrounded By Mature Trees! Bright, Renovated, Eat-In Kitchen With Breakfast Area, Skylight And W/O To Deck. Spacious Formal Living And Dining Rooms. Main Floor Laundry W/ Garage Access. Family Room With Fireplace, B/I Bar And Walkout To Yard. Generous Sized Bedrooms. Walk To Schools And All Amenities.","Existing Fridge, Stove, Washer, Dryer, B/I D/W, Otr Micro, All Elf's, All Window Coverings And Blinds, Cvac And Equipment, Gdo And Remote, Security Cameras. Exclude: All Tv Brackets, All Sports Paraphernalia And Ornaments In Garden.",Finished,
Detached,Bungalow,Liverpool,"$819,800","$795,000","$5,649",Brookshire,1857,3,,3,52,4,0,Attached,None,,"Rare John Boddy Bungalow ""The Huntingwood"" 1746 Sq.Ft. W/2Car Garage In Demand Forestbrook Community; Only 8 Of Them Built! Bright Open Concept Design Features Hardwood Floors, Skylight, Formal Living &Dining Rooms W/French Doors, Eat-In Kitchen W/Granite Counters, Moveable Centre Island &Family Sized Breakfast W/W/O To Fully Fenced Private Yard &Patio. Oversized Master W/Double Door Entry, W/I Closet W/Organizers, 4Pc Ensuite. Large Secondary Bedrooms.","3 Rd Bedroom Also Used In Floorplan As Family Room ! Finished Basement W/Above Grade Windows, & 3Pc Bathroom. No Sidewalk To Shovel, Parking For 4 Cars In Driveway, Newer Windows, Newer Shingles, Newer Furnace & Cac.",Finished,Full
Detached,2-Storey,Liverpool,"$799,000","$755,000","$5,638",Cedarwood,2018,4,,3,45,4,111,Attached,Inground,"Please Call Office For Showings, Allow 4 Hours Notice. Contact Agent Through Office Before Registering Offer For Irrv Details. Offers Via Email To Ggcosgrove@Yahoo.Ca And Kboughen@Gmail.Com. Hot Tub In ""As Is"" Condition. Pls Review All Attachments.","This Is It! Spacious 4 Bed 3Bath Brick Home On Quiet Court In High Demand ""Maple Ridge"" Community. Perfect Location Close To 401, 407, Go Train, Schools And Shopping. Walk Out To Your Private Fenced Backyard With Custom Deck, Heated In-Ground Pool And Hot Tub. On Those Cold Winter Nights Enjoy Your Wood Burning Fireplace And Finished Rec Room With Billiards Table, Wet Bar And Built In Speaker System.","Main Floor Hardwood, Kitchen Granite, Winding Oak Staircase To Your Large Master Suite With En-Suite & His/Hers Closets. Access From Main Floor Laundry To Your 2 Car Garage. Incl Fridge, B/I Oven, Stove-Top, Microwave, Dishwr, Washr& Dryer",Part Fin,
Att/Row/Twn...,2-Storey,Liverpool,"$550,000","$550,000","$3,775",Clearside,2353,3,,2,35,1,71,Attached,None,,"Absolutely Gorgeous, End Unit Townhome On Quiet Cul-De-Sac. Fabulous Location! Lots Of Upgrades! Granite Countertop, Under Cab Lighting, Glass Backsplash, Newer Appliances, Gas Stove, Kitchen Pantry, Bamboo Flooring & Newer Premium Laminate Floors, Mostly Freshly Painted, Pot Lights. Driveway Sealed 2016. Stunning Curb Appeal! Front Professionally Landscaped, Irrigation & Landscape Lighting, Beautiful Patio, Newer Large Deck, Close To Practically Everything!","Finished Basement, Upgraded Light Fixtures, Fridge, Gas Stove, Washer, Dryer, Built-In Dishwasher, Central Air Conditioning",Finished,
Detached,2-Storey,Liverpool,"$700,000","$693,000","$5,114",Cottonwood,2251,4,1,3,39,4,105,Attached,None,Email Offers To Shiv@Bansalteam.Com. Please Include Schedule B And Form 801,"Approx. 2000 Sq.Ft. 4 +1 Bedroom, 3 Bath Detached Home In Desirable Maple Ridge. New Modern Kitchen With Granite Counter And Island. 4 Car Parking. No Sidewalk. Quiet Court. Walking Distance To Maple Ridge Ps & Pine Ridge Ss. Perfect Location For Easy Access To The Go Station, 401 And Pickering Town Centre. Bus To Most Universities.","Stainless Steel (Fridge, Stove, Dishwasher, Hood Fan) Washer, Dryer, All Elf's, All Window Coverings, Central Air, Hwt (R). Exclude (Tv & Mount In Fam Rm).",Part Fin,
